File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9
o5-07_gr_e07,B,1,0.001725900526935264,0.0024192774182034502,0.00398715221399177,0.00039729188397502575,0.0007924649158016143,0.0009915719321799308,0.001662492810964083,0.001874150126814814,0.0019935919217132655
o5-07_gr_e08,B,1,0.00223261271852552,0.0023082326052930053,0.0023877046305115428,0.0004848939439338841,0.0006756684304526746,0.0008145894206035377,0.0010125619081632652,0.0013187945159999998,0.0012355137234374995
o5-07_gr_e09,B,1,0.002236895982749999,0.0026537746256410253,0.0037999771219976207,0.0005066052403846147,0.0008075495220299882,0.0009045043287197222,0.0018131316820512822,0.0017174159636560299,0.0017574923580340263
o5-10_gr_e10,A,0,0.0010188415997398543,0.0015139588360000003,0.0014893873561914672,0.00032825482584375004,0.0006382746305332357,0.0009147465849387752,0.0006310854097608023,0.0010632027076131689,0.0011125335525564804
o5-10_gr_e11,A,0,0.0006147219769736834,0.0013590270778367343,0.002888413670192308,0.0002872077483437493,0.000589808952213541,0.001003905452353186,0.0004951640340877903,0.0005308391092773428,0.0007366202464081621
o5-10_gr_e12,A,0,0.0006155510434210534,0.001358391586842106,0.0030334028413265316,0.0002978125119658127,0.0006107881341362853,0.0010264235081730772,0.0004837701616527953,0.0005266152780023792,0.0006269417855113645
o5_gr_e01,B,1,0.0041672700377551,0.0055027480330882336,0.005070030990547839,0.0005636933745370365,0.0008184488385262569,0.0010906395559999993,0.003000589867587143,0.003437781086248286,0.003234004302777778
o5_gr_e02,B,1,0.004778590079344433,0.007035149973246134,0.004308077816635162,0.0005782455750622451,0.0010126827474496382,0.001104451836734694,0.0028057137025000005,0.0035687168137254893,0.0027042706335616436
o5_gr_e03,B,1,0.0033862240399930733,0.006780938639322916,0.004344651799671293,0.0004876716985511681,0.0009231288318375514,0.0010708803481622238,0.005346151826923077,0.004547461875925925,0.0035449518600976716
o5_gr_e04,B,1,0.002126139507540782,0.004653154884567901,0.03722802331632654,0.0005338841751561575,0.0008913370380952384,0.0012102334805571926,0.0018556001801463692,0.0044101746191358045,0.026090343261718753
o5_gr_e05,B,1,0.001499761555177627,0.004031974056001892,0.016231198422222225,0.00046684170123456836,0.0009459671263275726,0.0013046386341892136,0.002613161266863905,0.011993786397058828,0.012107068263888892
o5_gr_e06,B,1,0.0016973406618343196,0.004886552411422901,0.0253829909125,0.0005045542052771111,0.0009131557657024793,0.0012719840559917352,0.0027858328662665435,0.0077229550259924375,0.006525927904955619
o5_gr_e07,C,2,0.0028966928369140625,0.001837990856122449,0.001500925948216735,0.0005793801364999997,0.0011425429445117731,0.0016592203317174505,0.0012603416754607614,0.010210539976388886,1
o5_gr_e08,B,1,0.0025198053271484376,0.0035250618149535113,0.003674929614078769,0.0005152742802801596,0.0009901921965020577,0.0011579131414071633,0.002929074710306158,0.004361067558641975,0.0031844946949791883
o5_gr_e09,B,1,0.0021898766014886582,0.002906371769547325,0.0038456163040123453,0.0006515608525933894,0.000918251960784314,0.001452098269214876,0.0019928899346547064,0.003504782802343159,0.006334428452216064
o5_gr_e10,B,1,0.0017633674607571573,0.004468414632031252,0.008328213780293367,0.00048692703113092575,0.000928648157278218,0.0011894986819395734,0.001445894541566722,0.003173979919060217,0.007228455563317479
o5_gr_e11,B,1,0.0019681014513888893,0.00543396431541749,0.015083036752929687,0.000542190841176471,0.0010179760756250003,0.0013326315283014429,0.0013578417482791936,0.0026994504825367653,0.005312782837500003
o5_gr_e12,C,2,0.0069980705930439945,0.004459313074634938,0.003043798716666665,0.0007965061099609374,0.0009541593055555556,0.0014892332769097221,0.0010753039208693884,0.0031791206468749994,0.024190817004132233
